11	1	2051	6046 20574;1668 3222	862 2212 48 860 1383 1382	860 1383 1382 10680 20575 32 487 696 535 275 49 2617 514.36 1053 860 503 49 5810 3 1383 358 205 4231 49 267 228 168 2212.38 15 510 1494 860 503 370 10680 969 20576 49 50 3121 860 2212 1378 5807 87 2323 49 10 1352 2212.26 92 93 94 399 10 2157 13 205 7663 860 2212 26 10680.430 516 11113 10 168 912 15 3 934 1873 601 45 1053 3 872 3234 2259 1086 13 133 13 34 206 1219.94 1091 276 10 235 521 13 92 793.77 34 166 391 11 10 668 38 48 10680 22 6504 35 441 9039 117 3 1804 2210.806 36 1222 279 1261 2222 303 10 3121 1262 1217 2105 368 18270 2212 22 1259 49 1217 1774 1648 1258 2274 10 3014 912.94 612 430 516 114 1368 325 1369 15 282 420 3915.																				
12	1	2048	16945 1326;9156 2484;6865 1890;5228 625;4740 16096	5035 8495 2492 916 2487	9841 798 7247 2492 916 2487 16464 16461 11 3 1841 566 2222 516 100 611 111 3121 1077 13 15968 1733 181 1168 165 10 420 1261 13 34 491.26 92 207 94 110 10 5035 8495 2492 916 2487 16946.36 11 4231 49 2025 100 16947 10 798 7247 1060 26 1132 22 36 11 833 829 45 16946 105 611 111 3121 1077 13 15968 1733 181 15 3 1217 1261 744 10 11741 49 1077 11 1717 2127 13820 1182.10 685 525 114 527 514 61 2775 45 766 10 668 4581 13 602 2988 16946 292 332 279 1774 1648 1258 2222 26 1243 2880 15968 1733.433 16946 1577 10 2336 303 16464 16461 26 362 3730 2494 8705 2793 525.																				
13	1	2050	4313 13422;819 13423;3856 3857	3677 13424 3 3677 805 930 48 80 550 203	26 92 93 94 995 3 322 516 45 219 222 1077 3 1295 13 1731 1059 515 26 80 550 203.430 516 219 220 2909 38 3 168 2584 13 10 646 468 1939 13424 79 45 3286 727 314 5912 633 26 3 4304 2093 2107 400.94 1018 430 516 3677 13424 38 36 219 220 161 49 1077 3677 7832 13 3 80 550 358.48 92 1033 94 995 3 123 229 210 503 3508 45 3286 131 497 515 51 1513 22 126 45 36 219 220 221 222.94 751 10 3524 13 430 516 22 268 363 202 45 276 34 2336 303 119 370.																				
14	2	2045	3349 24975;1812 10416;11262 8319	166 7528 10 489 2669 116	156 10 24976 281 13 4088 236 165 3 787 1280 13 941 11 3 182 1032.744 335 49 10 966 44 1120 1173 183 489 739 554 413 1372 45 1989 281 11 111 1760 739 1195 49 111 186 1120 116.113 413 415 3 926 271 45 2349 10 2343 281 22 219 204 220 161 49 354 2632 250 429 2500 281 26 1419 1989 250 1980 2519.26 92 207 94 915 1419 841 26 444 22 3210 1602 44 234.403 352 966 44 1374 3 880 1247 17282 1085 34 230 36 1349 24977 114 277 10 23 236 292 6521 49 2585 10 887 482 5525.3484 10 887 1173 892 13 460 22 10 1470 13 2717 2248 94 995 3 793 48 2499 22 7878 281 38 61 38 1579 3 230 271 26 113 234.																				
15	1	2053	28782 28783 28784;28785 28786 28787;1111 17413	15762 840 1940 1124	92 93 3087 3 15762 840 269 49 1940 1124.94 50 10 13194 1176 49 349 3 6320 26 10 400 13 1738 203 1064 51 10 3785 358 114 10 677 176.3278 10 4278 13 92 13194 6320 11 3150 14202 94 219 974 45 36 2451 10 186 514 3721 358 15 80 2078.94 204 1511 3 15762 840 1940 1124 278 45 1260 3 878 404 2697 28788 271 184 10 878 404 11 3364 303 131 203 26 10 13194 6320.94 751 45 92 503 116 745 3 933 6259 22 21100 10 868 38 61 38 10 987 209 1940 1124 284 38 1773 465.94 1741 110 3 15762 840 269 40 114 13194 4069 49 267 788 22 467 2078 762 114 10 5911 1738 13 10 607 1075.113 762 87 766 117 10 739 1344 13 347 3313 933 218 3533.94 2775 430 1229 724 13 592 2466 1689 842 22 363 525.																				
16	1	2053	3541 24046;24047 24048;10168 10169	982 11 179 7224 166 1332	94 95 7224 810 7963 1106 49 420 487 2093 370 22 751 149 762 26 10 493 149 183 184 798 315 22 80 1738 1262 87 567.26 238 94 751 45 113 1106 219 332 739 149 762 1286 10 7963 924 11 4749 3150.113 202 1413 3 680 1142 109 13 7224 2093 7221 1124 184 10 7963 924 6692 51 10 668 725 1332 22 4034.685 1516 792 1577 45 10 567 269 2220 151 13 10 446 4678 114 135 420 487 397.																				
17	2	2053	17175 3381;2144 625;2147 17174;6197 1321;821 17173	1401 715 2167 120 165 7957 514	17176 2167 792 393 261 111 678 155 48 2167 792 48 725 2801 26 55 1632 804 1600 22 3749 22 171 36 393 261 3988 49 1993 2984 2158 656 10 725 2801 49 2689 10 20738 2379 26 10 20171.26 92 93 94 1372 45 10 725 2801 51 10 1352 2167 5073 457 10 601 12979 278.94 126 45 744 10 514 967 241 467 964 49 7963 883 10 2553 17176 2167 792 3133 10 3988 646 11 1702 49 1432 10 1901 2167 120.94 204 398 49 774 10 205 775 219 94 1077 10 715 2167 120 51 10 4846 2167 5073 165 10 7957 514 5369 92 1168 165 10 201 284 198 10 25805 1459 13 10 514 10 1572 87 2869 434 2596.94 751 45 961 3278 10 901 1219 87 328 1753 10 1901 278 48 10 80 5073 514 11 11934 165 7957 514 198 1966 778.94 204 110 111 1623 1624 3815 269 22 3 1383 1382 269 49 1505 715 2167 120 165 505 7957 514.1516 202 114 385 842 22 527 514 87 3757 49 364 10 641 13 10 103 1106.																				
18	0	2048	4041 3579;4042 4043	5734 715 1700 6960 26 774 588 91	715 1700 6960 12455 11 3 468 13 715 6960 48 1829 1830 1836.94 268 3 6259 13 12455 26 774 588 91 4050 22 642 133 16387 36 4116.77 10 6259 611 3 1339 49 267 12455 270 478 774 588 1972.806 12455 611 3 455 80 924 169 48 4050 2261 15 90 513.5752 10 6259 273 32 49 267 2072 13 12455 22 4239 270 774 588 1972 22 94 364 34 2536 26 10 7400 291 26 10 2877 13 6688 3734 247.																				
19	0	2052	12795 309;1323 1324;1318 1319;1320 1747	3 210 199 48 1535 1155 1602 1186 988 764	11188 1898 13 11020 514 393 9793 1599 13 277 49 222 14655 12264 22 1388 113 514.198 92 14656 605 1106 30 261 103 49 2968 11020 792.522 1535 1155 988 764 85 30 261 103 49 3394 385 1253 22 1402 514.961 265 87 4262 40 114 2211 505 45 265 1247 512 420 487 397.277 49 684 1535 1155 988 764 114 420 487 397 393 3310 3 182 1315 116.433 119 1602 1186 988 764 85 3339 114 4842 1346 15 4685 166 2729 100 1741 5925 369 988 764 85 165 1104 1022 48 3689 514.26 92 93 94 110 3 322 210 1535 1155 1602 1186 988 764 79 100 219 220 1022 49 420 487 397.94 619 641 13 10 103 79 303 5813 135 397 22 1743 10 202 15 151 13 10 446 1155 22 1535 1155 988 764 85 38 61 38 2445 270 131 432.10 1516 202 276 45 430 103 79 2667 332 14657 4678.																				
20	1	2051	19701 22829;9558 9852;1005 1006	478 315 48 149 488 2160 318 26 80 2941	94 915 10 116 13 149 488 2160 318 870.1161.297 13 10 555 1242 22830 710 577 26 482 11734 577 2152 577 22830 26 22831 871 165 1221 1902 13 1242.403 482 11 111 186 1081 13 485 1027 15 19971 482 1338 9195 871.498 11734 577 482 49 220 1999 94 110 3 588 13 1736 51 100 49 592 1242 22 111 478 1119 79 45 800 3 6148 3785 272 49 344 186 11734 577.94 200 3 4812 1229 792 13 430 835 1287 15 592 669 762.430 79 2917 936 202 165 10499 6412 853 1287 15 3 322 210 519 3508 48 1579 840 3785 520 49 556 297 165 1221 1902 3456 15 1771 1705 901.1234 94 833 252 10 2849 13 901 293 1771 264 1705 250 860 114 10 641 13 430 79.																				
21	0	2053	25025 25026;20707 25027;15892 24906;1441 1442	5341 7181 3184 15 4355 762 22 2510 2388	7181 3184 3533 87 4262 49 855 2611 7925 111 6675 49 2762 10 2082 7181 10 2611 20000.5341 7181 3184 3533 361 49 200 3262 48 2611 7925 552 553 3165 194 114 10 1283 114 10 3316 13 2611 504 26 1219 13 25028 3046.206 1306 126 45 183 4355 762 100 7095 2121 10 22664 13 2611 40 114 1137 2388 11 179 2019 368 183 1341 762 100 2662 2434 10 1280 13 9334 2611 48 344 810.94 915 3 404 184 4355 762 87 7145 22 646 2614 219 6623 49 727 2388 1161.70.9878 25029 22 9599 2388.94 77 126 45 744 94 603 3 278 45 11 3 3552 2584 13 111 119 278 48 3368 2388 768 11 3 1814 45 939 4047 2397 1867.137 94 110 111 2213 278 22 111 2213 4149 3782 184 3 7181 393 25030 18012 48 344 810.94 126 45 3 4047 2397 11 829 49 769 26 92 278 22 836 3 1446 784 17913 4717 48 2510 2388 9080 20339.10 9080 20339 1446 11 743 4819 22 6805 10 2614 739 2397 1717 131 4047 7267.617 286 202 364 45 10 9080 20339 530 111 1674 14975 1446 184 10 1280 13 18012 48 344 810 11 872.																				
22	1	2054	4777 7694;6794 7692 7693	256 1623 2212 48 5455 5456 1383 1382	94 995 256 1623 2212 100 11 3 760 1033 860 1383 1382 79 48 3397 860 2212 117 315 165 10 1383 358.92 79 16008 10 116 13 1243 10 860 2212 303 727 1383 1231 637 1217 319 841 783 45 344 319 1032 3565 7042 10 510 958 2038 13 10 1383 358.92 11 780 117 3616 111 1970 1623 303 10 966 798 1958 45 510 10201 15 10 1383 1209 13 2091 607 26 3 2677 16009 1077 45 393 189 1261.430 516 1306 222 48 385 538 22 1012 798 1027.747 10 103 79 393 2561 4870 15 336 315 264 51 10 668 725 352 336 315 219 220 5719 331.																				
23	1	2054	5758 2176;12618 12619;6555 871 7527	1383 3132 22 10 256 20144 681	94 399 111 38 181 22669 6675 48 7522 1679 10 653 13 860 912 1383 812 13968 15 229 278 1231.345 13968 2241 3339 114 315 13 1231 1513 1218 7368 13 514 22 30 1261 45 11 1804 311.97.570.10 7368 245.10 653 13 505 2241 219 220 7522 4440 1739 117 632 1818 1830 229 1231 637 256 901 45 11 1751 1177 15810 26 10 7368.505 22670 15 256 901 219 220 5719 331 22 30 1261 45 11 3418 6894 49 10 7368 245 2869 2826 49 944 1002 367.94 750 111 678 596 15 1332 117 3132 10 2553 1753 3132 212 6391 49 13968 15 256 901 3 487 1409 329 22 13534 872 911 1261.430 516 273 1382 13 179 7095 5441 9069 435 94 110 2245 1383 3132 3 560 13 1753 3132 264 15 3 179 7095 5441 911 389 2826 49 366 560.10 516 11 2367 1689 522 525.																				
24	1	2051	3470 67 21581;1111 12861;4604 23017	3 315	10 116 13 1377 176 165 3 1012 358 219 220 6778 637 3 1012 503 116.26 92 207 94 126 277 315 165 3 538 358 219 220 6778 637 111 503 116 303 538 400.3393 49 10 516 11 3 860 326 171 600 26 3648 197 45 94 1018 10 11705 326.94 268 3 123 3728 13 10 11705 326 22 3 315 3 78 288 315 79 45 9488 48 10 2717 13 3 11705 326 270 3 1711.94 252 10 3524 22 367 725 13 3 315 22 276 125 45 36 253 179 478 50 13 461 22 1090 1288 368 10 510 5135 57 759 10813 315 40 85.																				
25	1	2044	8083 8084;6533 1161 6534	149 49 1434 12158 12159 15 3 5752 807 2810 494	94 827 3 278 40 114 3 2810 494 15 5752 807 3096 45 219 415 277 49 10909 1154 1830 3 33 303 522 10506.10 278 1053 3 12160 45 441 393 5166 80 967 1057 49 1083 3 787 721 13 10 582 783 36 1349 3865 114 3 2369 13 10506 22 36 1349 1434 10 12161 51 344 12162 15 10 3048 13 10 12162 3026 1917 10 1154 15 1154 165 23 12159 13 10 668 1051.94 619 92 278 114 3 526 1097 22 347 582 688 397 1968 45 36 219 2232 51 2435 38 61 38 3 278 1055 114 3277 604.																				
26	0	2054	11313 20683	20684 10 20685 10128 1674 1675 8489	10 20685 10128 1297 8489 20684.18515 393 261 1249 26 2794 15 10 1297 3067 9061 4489 22 20686 5774 6717 22 1091 220 1249 7637 51 10 9061 8372 11897.10 15014 955 13 10 8489 11 49 3509 111 1297 44 45 219 4126 20685 10128 38 416 250 366 368 10 463 609 5988.26 92 93 94 827 3661 92 11 3 249 251 116 3661 36 11 3 1599 48 1297 22 3661 36 11 111 678 877 2588 595 1297 45 219 428 1608 15 10 527 882.94 105 16957 133 8779 13 3795 7126 827 100 370 2495 1528 22 855 111 16685 49 103 737 13 10 8489.																				
27	0	2044	1788 7187;18258 1322;18259 623;2591 1319	13542 501 792 117 2594 1914	2600 13542 501 514 11 678 48 1679 1711 641 38 61 38 2039 2218 3668.26 92 93 94 110 3 322 2594 1914 278 49 4244 347 6062 26 2600 13542 501.77 206 4166 30 1850 45 382 6102 49 10848 3274 8011 202 440 265 87 982 958.994 94 50 2880 1914 659 49 1358 10 8560 2105 26 1907.806 3290 10848 514 87 1130 488 15 3187 49 344 1894 250 2218 94 349 3 5258 278 49 9471 10 4945 116.94 105 750 45 10 103 278 22 206 987 161 10848 40 318 178 605 523 13 13542 501 514.94 1741 110 3 438 278 45 219 332 279 831 1810 49 10 447 114 3 420 487 527 882 1097.																				
28	0	2052	15867 577 482 8292	3 278 1171 22 764 559 48 491 13 235 1027 15 163 49 1243 1051 28 26 420 4457 3587	4103 3616 4107 841 505 38 10655 22 15868 26 609 12298 3587 1136 630 13 1652 2850 28 26 807 49 471 841 428.552 944 2520 393 15157 637 2874 55 2241 48 254 203 114 1344 13 186 28 982 1171 393 261 3303 114 3661 10 238 491 116 492.26 92 207 870 3326 45 151 491 644 939 2249 220 2075 38 3 5455 5456.1243 420 515 13 1027 11 477 1824 2077 507 3 793 1867 49 1077 10 1344 13 1652 1027 648 434 7420 34 3074.48 4103 1378 1797 4682 11 49 471 841 441 1027 45 87 958 49 1528 2625 644 220 497.870 110 49 1448 441 6844 3 1523 588 13 304 958 1027 1171 22 9136 300 10 15869 13 318 114 1135 9445 26 3 256 1143.92 930 9445 326 11 10055 117 12806 26 5807 13 1032 89 6064.92 278 764 559 11 2367 1689 3 4819 13 1311 404 95.																				
29	1	2046	4056 5617	14297 7969 318 22 14697 1215	2151 242 5163 432 13 3664 11 111 678 1032 26 10 1022 4155.26 238 111 678 1162 13 514 26 1632 505 38 8387 1487 4155 22 8003 11 12594 4656 26 505 12594 87 228 773 13 1163 1980 432.552 2999 10233 2599 49 366 1077 10 1368 1027 13 2091 6690 51 3 80 1280 13 2654 390 51 3 3212 17306 49 3216 26 10233 219 6095 696 38 61 38 10 781 13 3030 514 388 13 4656 219 17307 306 1070 15 424 505 12594 219 105 300.26 92 93 94 5362 10 116 13 6044 119 318 48 14697 514 38 6496 1937 3 861 503 116 13 651 10 2717 900 13 1154 2785 26 3 1368 1958 278 270 441 3 1081 13 119 2654.10 955 11 49 750 111 739 1081 13 3 766 245.48 45 94 77 106 111 1154 1229 580 48 2859 10 388 13 3 1011 14697.282 605 362 1382 370 87 771 49 1937 92 116.7086 2274 3 680 264 3868 3108 87 175.																				
30	1	2050	6827 6828;5079 1319;1483 1563	860 210 503 15 727 3158	26 92 93 94 87 2648 26 10 63 13 478 85 48 210 503 284 26 10 6435 2747 13 727 3158 22 11061 26 10 77 807 1154.94 5362 10 860 727 212 503 116 637 3 861 503 116 117 3595 646 271 38 10 212 22 6065 49 461 23 3158 117 2019 1728.94 77 3792 3 347 4367 1284 1285 40 79 100 77 3008 10 860 3158 117 315 22 204 127 3 861 860 503 116 117 1206 912 516.92 516 2020 3 2469 367 781 440 198 2708 1459 114 10 3158.430 806 269 11 111 478 1946 1932 860 79.36 2796 114 10 853 13 5503 516 26 861 503 22 2020 10 739 367 781 13 1570 500 1758 570 26 80 1738 48 760 5131 538 3158.																				
31	2	2046	3543 3544;3541 3542;1638 1639;2714 10553	150 592 792 13 1799 3556	26 92 93 94 252 10 641 13 1799 3556 3 2831 13 3547 26 100 10 7247 4674 11 1770 38 3 1799 116.94 77 126 45 1799 3556 11 829 49 30 3 2596 872 1221 22 34 735 1943 10732 15 10 171 175 4099 3556 22 9197 3556 370.94 204 597 347 762 114 10 459 1258 13 1799 3556 26 10 359 1215 183 870.1161.744 10 641 11 2656 114 10 668 28 161 117 10 516.10 77 461 253 939 1459 264 393 3 1945 781 311.97.570.10 1280 13 176.10 806 461 11 198 111 1459 114 10 363 8423 192 784 10 5169 3325 264 393 111 4440 781 22 304 3586 10 459 1258 49 10 1573 13 10 886 271 26 10 988 400 51 4226.																				
32	0	2051	21389 21390;5144 5145;14426 14427	210 1933 631	94 268 3 760 559 48 6076 149 184 636 87 6750 26 3 1618 1368 400 49 6256 6981 117 1183 111 269 45 17517 10 151 13 10 446 48 686 459 659 149 1602 1186 4853 8351 2793 22 1914.1164 369 1106 3339 114 256 677 1022 49 328 210 3013 94 276 277 760 210 3013 219 220 780 48 2961 631 385 48 154 1602 218 22 4634 1176 318.94 456 111 478 503 743 45 273 232.111 1516 2178 6634 10 521 13 229 677 26 605 404 4166.																				
33	1	2053	7033 1211 15808;4292 15809	4785 3814 13 1623 1640	1623 1640 11 3 249 987 79 48 1383 1382 264 390 15 442 1229 2466.26 92 826 94 751 45 10 272 3814 1403 117 13495 219 220 1705.430 762 30 111 3294 3580 26 10 1280 1204 13 15810 100 273 32 49 95 13495 482 367 15 3187 49 10 1352 911.26 238 94 126 45 13495 2706 51 3 781 13 1570 1204 1182 48 10 1774 696 49 111 807 13 1035 1002 368 10 1494 1753 272 51 10 2870.94 105 855 1419 3294 6702 48 1982 13 807 1182 49 6108 38 61 38 9594 5439 5440 391 1770 38 10 2073 11153 391 6404 117 270 13495 1381 368 10 3228 1753 272.131 113 6702 5539 10 3994 367 84 13 13495.430 269 48 254 140 202 11 350 3196 49 235 1419 362 1382 370.26 809 94 995 762 114 10 1982 13 501 1021 203 45 292 220 13 1751 2091.																				
34	1	2048	819 11394;3885 2716 3886	6072 1273 454 1383 1382 48 1731 325 799	1383 370 200 3 477 1430 2213 49 913 914 370 48 420 487 535 1273 149.26 977 961 1159 1138 22 454 1383 370 2707 3310 11395 26 256 6941.26 92 93 94 915 3 1273 1334 278 40 114 10 1731 325 326 4450 22 836 3 322 454 1383 1382 79 40 114 339 340 1334 1960.94 597 3 3176 22 1002 1383 272 13 10 4450 22 126 45 117 7042 3006 22 4395 2358 13 10 1383 911 94 219 332 564 366 608 13 612 514 368 1159 454 22 1138 1383 85.48 1375 792 13 420 397 184 1138 792 11 3279 94 126 45 430 339 340 1960 366 1886 10 1273 84 13 10 1901 278 2733 11396 149 13 123 1303.																				
35	1	2053	15659 15660;2462 1768;15617 3518;66 1161 12905	386 367 13 209 149 26 712	94 126 45 168 136 13 209 149 85 15 3 555 13 16928 2105 332 1002 367 779 49 362 653 22 49 5856 3235 8911 26 8633 496 555 712.744 344 880 26 3 887 1053 111 79 165 430 468 1137 923 460 1665 51 1570 570 1184 6108 552 10 710 13 10642 2706 49 111 362 3423 51 1570 570 500 111 831 1739 10 878 404 1570 570 500 1182 779.94 126 3 5455 5456 2222 48 1502 79 26 10 468 49 332 5639 1570 570 500 1182 779 2274 111 888 552 553 10 1002 779 2274 85 26 10 468.430 202 590 140 13 756 22 24229 408 24230 22 15936 173 174.408 24231 29 441 4287 347 880 709 710 712 48 1779 85.																				
36	0	2049	1111 97 14054	8729 1382 2211	3290 1137 5619 24170 49 1305 26 10 13490 24171 768 393 261 279 1898 26 10 1280 13 1602 1950 22 1602 10467 6020 47.630 1270 247 270 3793 1382 30 261 1945 49 20862 92 123 5267.94 268 10 1311 13 1382 2211 3 168 14056 1382 244 100 1626 61 114 1602 1950 22 1602 10467 2008.1382 2211 6596 1309 2211 117 6925 1309 1082 38 841 100 219 220 8909 49 1131 1739 3606 5319 656 1082 1205 10 24172 45 2004 769 38 2038 13 10 1309 544 1270.10 50 13 1815 1386 1717 3 15164 2243 2244 1862 273 1382 2211 49 2232 249 61 26 1869 4091 3367 8473 22 865 1829.2720 276 10 2536 13 430 1815 1386 22 126 279 1955 26 385 463 404 22 878 404 1382 867 38 10 1280 13 8774 246.																				
